responseId,participantId,assignmentId,trialIndex,scenarioId,scenarioType,scenarioPerson,condition,opponent,choice,rating,elapsedMs,side,chosen
696b7e276cb4276753bcad40:24:0,696b7e276cb4276753bcad40,24,0,priya_daily,daily,priya,mind,body,left,8,304215,left,1.0
5ec14b142a92684125500c16:35:0,5ec14b142a92684125500c16,35,0,alex_daily,daily,alex,mind,soul,right,5,163291,left,0.0
6a05d361e5c107c390a6e223:8:1,6a05d361e5c107c390a6e223,8,1,maya_task,task,maya,body,baseline,left,6,149143,left,1.0
67e84556ca4ec6016a518cc4:39:0,67e84556ca4ec6016a518cc4,39,0,alex_daily,daily,alex,soul,full,right,6,207881,left,0.0
5eab170759f5390b776df5a1:15:2,5eab170759f5390b776df5a1,15,2,priya_daily,daily,priya,baseline,body,left,10,104955,left,1.0
6a1ec58eae120dd45d44bfbb:25:4,6a1ec58eae120dd45d44bfbb,25,4,serena_daily,daily,serena,soul,body,left,7,74109,left,1.0
6671902d786a7b551e3fbeff:25:0,6671902d786a7b551e3fbeff,25,0,priya_daily,daily,priya,soul,mind,right,7,191599,left,0.0
60e282f9202a8126e2ea0315:43:1,60e282f9202a8126e2ea0315,43,1,serena_task,task,serena,mind,full,left,10,69042,left,1.0
6980d3dbbb600a842714b4bb:30:0,6980d3dbbb600a842714b4bb,30,0,alex_daily,daily,alex,mind,baseline,left,8,315825,left,1.0
61320873b568fa35a206c2b8:13:2,61320873b568fa35a206c2b8,13,2,priya_daily,daily,priya,soul,full,right,6,74347,left,0.0
6a09175feec337179e25e261:3:0,6a09175feec337179e25e261,3,0,maya_daily,daily,maya,full,baseline,right,5,57107,left,0.0
5ec14b142a92684125500c16:35:1,5ec14b142a92684125500c16,35,1,alex_task,task,alex,full,body,right,6,73339,left,0.0
5eab170759f5390b776df5a1:15:3,5eab170759f5390b776df5a1,15,3,priya_task,task,priya,body,mind,right,6,60656,left,0.0
6a1ec58eae120dd45d44bfbb:25:5,6a1ec58eae120dd45d44bfbb,25,5,serena_task,task,serena,baseline,mind,left,10,49071,left,1.0
6671915529465459e8c75227:24:0,6671915529465459e8c75227,24,0,priya_daily,daily,priya,mind,body,left,8,357601,left,1.0
697a978f0b6dffb1045756dd:18:0,697a978f0b6dffb1045756dd,18,0,jonah_daily,daily,jonah,full,body,right,10,195559,left,0.0
6745d61c85294c5d2ed6bd5a:0:0,6745d61c85294c5d2ed6bd5a,0,0,maya_daily,daily,maya,baseline,mind,left,8,239001,left,1.0
60e282f9202a8126e2ea0315:43:2,60e282f9202a8126e2ea0315,43,2,maya_daily,daily,maya,full,soul,left,8,45867,left,1.0
61320873b568fa35a206c2b8:13:3,61320873b568fa35a206c2b8,13,3,priya_task,task,priya,soul,baseline,right,5,45868,left,0.0
65e08eceb53f195563b788fc:19:0,65e08eceb53f195563b788fc,19,0,jonah_daily,daily,jonah,soul,full,right,7,301094,left,0.0
672289c4feed35d829d563a6:6:0,672289c4feed35d829d563a6,6,0,maya_daily,daily,maya,mind,full,left,9,92042,left,1.0
6a18dbae72a3bf54e3b80e4c:21:0,6a18dbae72a3bf54e3b80e4c,21,0,priya_daily,daily,priya,body,baseline,right,4,96827,left,0.0
6963cf282d02e0a582af1901:35:0,6963cf282d02e0a582af1901,35,0,alex_daily,daily,alex,mind,soul,right,8,448413,left,0.0
69fd15d6abfe588617829d2d:26:0,69fd15d6abfe588617829d2d,26,0,priya_daily,daily,priya,mind,full,left,8,298230,left,1.0
96606ca59fd9ef230d2197ce0:42:1,96606ca59fd9ef230d2197ce0,42,1,serena_task,task,serena,soul,mind,left,3,162751,left,1.0
6a05d361e5c107c390a6e223:8:2,6a05d361e5c107c390a6e223,8,2,jonah_daily,daily,jonah,mind,body,left,8,147271,left,1.0
66a514309deb15f57d445c34:32:1,66a514309deb15f57d445c34,32,1,alex_task,task,alex,mind,soul,left,9,192414,left,1.0
69d7d67fd30867b10fb7e5b5:47:3,69d7d67fd30867b10fb7e5b5,47,3,maya_task,task,maya,mind,full,right,2,180877,left,0.0
66797151cf3b1921be1c405a:33:0,66797151cf3b1921be1c405a,33,0,alex_daily,daily,alex,baseline,full,left,7,359135,left,1.0
5eab170759f5390b776df5a1:15:4,5eab170759f5390b776df5a1,15,4,alex_daily,daily,alex,body,soul,left,6,89878,left,1.0
6a09175feec337179e25e261:3:1,6a09175feec337179e25e261,3,1,maya_task,task,maya,mind,full,right,4,102171,left,0.0
61320873b568fa35a206c2b8:13:4,61320873b568fa35a206c2b8,13,4,alex_daily,daily,alex,mind,soul,left,9,70305,left,1.0
6671902d786a7b551e3fbeff:25:1,6671902d786a7b551e3fbeff,25,1,priya_task,task,priya,body,full,left,10,144437,left,1.0
65e08eceb53f195563b788fc:19:1,65e08eceb53f195563b788fc,19,1,jonah_task,task,jonah,soul,baseline,left,9,73664,left,1.0
60e282f9202a8126e2ea0315:43:3,60e282f9202a8126e2ea0315,43,3,maya_task,task,maya,baseline,soul,left,10,86577,left,1.0
67d08d8bfb1d7900834824f7:3:0,67d08d8bfb1d7900834824f7,3,0,maya_daily,daily,maya,full,baseline,right,7,82915,left,0.0
6980d3dbbb600a842714b4bb:30:1,6980d3dbbb600a842714b4bb,30,1,alex_task,task,alex,baseline,full,right,5,152800,left,0.0
66ff0a0dcd4370bb07f02ab3:30:0,66ff0a0dcd4370bb07f02ab3,30,0,alex_daily,daily,alex,mind,baseline,right,4,267178,left,0.0
6a18dbae72a3bf54e3b80e4c:21:1,6a18dbae72a3bf54e3b80e4c,21,1,priya_task,task,priya,mind,body,left,6,83814,left,1.0
6671915529465459e8c75227:24:1,6671915529465459e8c75227,24,1,priya_task,task,priya,soul,body,left,9,126083,left,1.0
66a514309deb15f57d445c34:32:2,66a514309deb15f57d445c34,32,2,serena_daily,daily,serena,full,body,right,6,53930,left,0.0
6963cf282d02e0a582af1901:35:1,6963cf282d02e0a582af1901,35,1,alex_task,task,alex,full,body,right,8,81714,left,0.0
5ec14b142a92684125500c16:35:2,5ec14b142a92684125500c16,35,2,serena_daily,daily,serena,baseline,body,left,9,143105,left,1.0
6a09175feec337179e25e261:3:2,6a09175feec337179e25e261,3,2,jonah_daily,daily,jonah,full,soul,right,4,48925,left,0.0
61320873b568fa35a206c2b8:13:5,61320873b568fa35a206c2b8,13,5,alex_task,task,alex,full,body,left,8,52203,left,1.0
69fd15d6abfe588617829d2d:26:1,69fd15d6abfe588617829d2d,26,1,priya_task,task,priya,full,soul,left,7,83130,left,1.0
60dcae3d9a88d4d19b0931f5:1:0,60dcae3d9a88d4d19b0931f5,1,0,maya_daily,daily,maya,body,baseline,right,5,294288,left,0.0
66478563c5e9956d131acb9b:8:0,66478563c5e9956d131acb9b,8,0,maya_daily,daily,maya,body,full,right,6,388493,left,0.0
65e08eceb53f195563b788fc:19:2,65e08eceb53f195563b788fc,19,2,priya_daily,daily,priya,mind,soul,left,9,60217,left,1.0
6a05d361e5c107c390a6e223:8:3,6a05d361e5c107c390a6e223,8,3,jonah_task,task,jonah,soul,body,right,6,100592,left,0.0
6745d61c85294c5d2ed6bd5a:0:1,6745d61c85294c5d2ed6bd5a,0,1,maya_task,task,maya,full,baseline,right,5,163338,left,0.0
67d08d8bfb1d7900834824f7:3:1,67d08d8bfb1d7900834824f7,3,1,maya_task,task,maya,mind,full,right,8,60441,left,0.0
67e84556ca4ec6016a518cc4:39:1,67e84556ca4ec6016a518cc4,39,1,alex_task,task,alex,soul,baseline,left,7,259347,left,1.0
60e282f9202a8126e2ea0315:43:4,60e282f9202a8126e2ea0315,43,4,jonah_daily,daily,jonah,soul,mind,right,5,83175,left,0.0
66a514309deb15f57d445c34:32:3,66a514309deb15f57d445c34,32,3,serena_task,task,serena,baseline,body,left,8,55700,left,1.0
6671915529465459e8c75227:24:2,6671915529465459e8c75227,24,2,alex_daily,daily,alex,baseline,mind,left,9,65798,left,1.0
6671902d786a7b551e3fbeff:25:2,6671902d786a7b551e3fbeff,25,2,alex_daily,daily,alex,body,baseline,left,10,105492,left,1.0
5f45866db58295196efa95f1:9:0,5f45866db58295196efa95f1,9,0,maya_daily,daily,maya,full,soul,left,5,376995,left,1.0
6980d3dbbb600a842714b4bb:30:2,6980d3dbbb600a842714b4bb,30,2,serena_daily,daily,serena,full,mind,right,7,90085,left,0.0
6a09175feec337179e25e261:3:3,6a09175feec337179e25e261,3,3,jonah_task,task,jonah,baseline,soul,right,4,64635,left,0.0
5eab170759f5390b776df5a1:15:5,5eab170759f5390b776df5a1,15,5,alex_task,task,alex,mind,baseline,right,6,126608,left,0.0
65e08eceb53f195563b788fc:19:3,65e08eceb53f195563b788fc,19,3,priya_task,task,priya,full,body,left,10,48375,left,1.0
67d8270aba9f1c19f16caa6c:9:0,67d8270aba9f1c19f16caa6c,9,0,maya_daily,daily,maya,full,soul,left,8,449136,left,1.0
697b0cb0c7d40764da9869db:18:0,697b0cb0c7d40764da9869db,18,0,jonah_daily,daily,jonah,full,body,right,7,498268,left,0.0
67acd3c9faab3a14dfe87135:49:0,67acd3c9faab3a14dfe87135,49,0,serena_daily,daily,serena,full,soul,left,9,304324,left,1.0
69d7d67fd30867b10fb7e5b5:47:4,69d7d67fd30867b10fb7e5b5,47,4,jonah_daily,daily,jonah,full,soul,left,4,148147,left,1.0
67d08d8bfb1d7900834824f7:3:2,67d08d8bfb1d7900834824f7,3,2,jonah_daily,daily,jonah,full,soul,left,9,47092,left,1.0
6a18dbae72a3bf54e3b80e4c:21:2,6a18dbae72a3bf54e3b80e4c,21,2,alex_daily,daily,alex,soul,body,right,1,99660,left,0.0
96606ca59fd9ef230d2197ce0:42:2,96606ca59fd9ef230d2197ce0,42,2,maya_daily,daily,maya,body,full,left,10,169334,left,1.0
60e282f9202a8126e2ea0315:43:5,60e282f9202a8126e2ea0315,43,5,jonah_task,task,jonah,body,full,right,6,46779,left,0.0
6963cf282d02e0a582af1901:35:2,6963cf282d02e0a582af1901,35,2,serena_daily,daily,serena,baseline,body,right,2,109465,left,0.0
67d9c56cfb7d8efbf59c3541:16:0,67d9c56cfb7d8efbf59c3541,16,0,jonah_daily,daily,jonah,full,mind,right,6,408715,left,0.0
67d1a8b13bd1f195b6457311:19:0,67d1a8b13bd1f195b6457311,19,0,jonah_daily,daily,jonah,soul,full,right,4,458870,left,0.0
69fd15d6abfe588617829d2d:26:2,69fd15d6abfe588617829d2d,26,2,alex_daily,daily,alex,baseline,soul,right,4,110896,left,0.0
66a514309deb15f57d445c34:32:4,66a514309deb15f57d445c34,32,4,maya_daily,daily,maya,body,mind,right,7,66825,left,0.0
66c8905066339616cdb9c4b5:14:0,66c8905066339616cdb9c4b5,14,0,jonah_daily,daily,jonah,body,mind,right,3,255145,left,0.0
67232cb4fdfbe649d078af30:35:0,67232cb4fdfbe649d078af30,35,0,alex_daily,daily,alex,mind,soul,left,9,649433,left,1.0
5ec14b142a92684125500c16:35:3,5ec14b142a92684125500c16,35,3,serena_task,task,serena,body,mind,left,8,136895,left,1.0
6a09175feec337179e25e261:3:4,6a09175feec337179e25e261,3,4,priya_daily,daily,priya,soul,mind,right,3,64175,left,0.0
67d08d8bfb1d7900834824f7:3:3,67d08d8bfb1d7900834824f7,3,3,jonah_task,task,jonah,baseline,soul,right,5,51614,left,0.0
6a0b4a8f9f3c68331cf44591:29:0,6a0b4a8f9f3c68331cf44591,29,0,priya_daily,daily,priya,full,soul,right,8,176125,left,0.0
6745d61c85294c5d2ed6bd5a:0:2,6745d61c85294c5d2ed6bd5a,0,2,jonah_daily,daily,jonah,mind,full,left,8,111015,left,1.0
67e84556ca4ec6016a518cc4:39:2,67e84556ca4ec6016a518cc4,39,2,serena_daily,daily,serena,mind,soul,left,9,98472,left,1.0
69d7d67fd30867b10fb7e5b5:47:5,69d7d67fd30867b10fb7e5b5,47,5,jonah_task,task,jonah,baseline,soul,left,7,63210,left,1.0
6a18dbae72a3bf54e3b80e4c:21:3,6a18dbae72a3bf54e3b80e4c,21,3,alex_task,task,alex,baseline,mind,left,7,58384,left,1.0
6a05d361e5c107c390a6e223:8:4,6a05d361e5c107c390a6e223,8,4,priya_daily,daily,priya,baseline,mind,right,6,124981,left,0.0
697a978f0b6dffb1045756dd:18:1,697a978f0b6dffb1045756dd,18,1,jonah_task,task,jonah,baseline,body,left,10,297617,left,1.0
6671902d786a7b551e3fbeff:25:3,6671902d786a7b551e3fbeff,25,3,alex_task,task,alex,mind,body,right,8,97375,left,0.0
66797151cf3b1921be1c405a:33:1,66797151cf3b1921be1c405a,33,1,alex_task,task,alex,full,mind,right,5,224241,left,0.0
6963cf282d02e0a582af1901:35:3,6963cf282d02e0a582af1901,35,3,serena_task,task,serena,body,mind,left,10,69908,left,1.0
66a514309deb15f57d445c34:32:5,66a514309deb15f57d445c34,32,5,maya_task,task,maya,body,soul,right,6,54134,left,0.0
60dcae3d9a88d4d19b0931f5:1:1,60dcae3d9a88d4d19b0931f5,1,1,maya_task,task,maya,mind,body,left,10,237633,left,1.0
67acd3c9faab3a14dfe87135:49:1,67acd3c9faab3a14dfe87135,49,1,serena_task,task,serena,baseline,soul,left,8,107413,left,1.0
6671915529465459e8c75227:24:3,6671915529465459e8c75227,24,3,alex_task,task,alex,full,baseline,left,8,138255,left,1.0
6980d3dbbb600a842714b4bb:30:3,6980d3dbbb600a842714b4bb,30,3,serena_task,task,serena,soul,full,left,9,137188,left,1.0
66478563c5e9956d131acb9b:8:1,66478563c5e9956d131acb9b,8,1,maya_task,task,maya,body,baseline,right,5,185581,left,0.0
65e08eceb53f195563b788fc:19:4,65e08eceb53f195563b788fc,19,4,alex_daily,daily,alex,baseline,body,left,10,133539,left,1.0
67d08d8bfb1d7900834824f7:3:4,67d08d8bfb1d7900834824f7,3,4,priya_daily,daily,priya,soul,mind,right,7,66819,left,0.0
6a18dbae72a3bf54e3b80e4c:21:4,6a18dbae72a3bf54e3b80e4c,21,4,serena_daily,daily,serena,full,baseline,right,2,56378,left,0.0
6a09175feec337179e25e261:3:5,6a09175feec337179e25e261,3,5,priya_task,task,priya,body,full,right,3,71034,left,0.0
5ec14b142a92684125500c16:35:4,5ec14b142a92684125500c16,35,4,maya_daily,daily,maya,body,soul,left,7,87927,left,1.0
6745d61c85294c5d2ed6bd5a:0:3,6745d61c85294c5d2ed6bd5a,0,3,jonah_task,task,jonah,full,soul,right,5,75468,left,0.0
6737449def4924366e15da55:6:0,6737449def4924366e15da55,6,0,maya_daily,daily,maya,mind,full,right,3,238911,left,0.0
69fd15d6abfe588617829d2d:26:3,69fd15d6abfe588617829d2d,26,3,alex_task,task,alex,soul,mind,right,4,125397,left,0.0
96606ca59fd9ef230d2197ce0:42:3,96606ca59fd9ef230d2197ce0,42,3,maya_task,task,maya,body,baseline,right,10,156199,left,0.0
66ff0a0dcd4370bb07f02ab3:30:1,66ff0a0dcd4370bb07f02ab3,30,1,alex_task,task,alex,baseline,full,left,8,262715,left,1.0
6a05d361e5c107c390a6e223:8:5,6a05d361e5c107c390a6e223,8,5,priya_task,task,priya,full,baseline,left,8,101338,left,1.0
697b0cb0c7d40764da9869db:18:1,697b0cb0c7d40764da9869db,18,1,jonah_task,task,jonah,baseline,body,left,10,176534,left,1.0
66478563c5e9956d131acb9b:8:2,66478563c5e9956d131acb9b,8,2,jonah_daily,daily,jonah,mind,body,right,5,48754,left,0.0
67d08d8bfb1d7900834824f7:3:5,67d08d8bfb1d7900834824f7,3,5,priya_task,task,priya,body,full,right,7,46129,left,0.0
672289c4feed35d829d563a6:6:1,672289c4feed35d829d563a6,6,1,maya_task,task,maya,full,soul,right,2,369997,left,0.0
6a18dbae72a3bf54e3b80e4c:21:5,6a18dbae72a3bf54e3b80e4c,21,5,serena_task,task,serena,mind,full,left,5,60747,left,1.0
67d0094243dae460e5682b51:44:0,67d0094243dae460e5682b51,44,0,serena_daily,daily,serena,mind,body,right,6,380255,left,0.0
5ec14b142a92684125500c16:35:5,5ec14b142a92684125500c16,35,5,maya_task,task,maya,mind,baseline,right,6,57408,left,0.0
6671915529465459e8c75227:24:4,6671915529465459e8c75227,24,4,serena_daily,daily,serena,mind,full,right,6,86096,left,0.0
66797151cf3b1921be1c405a:33:2,66797151cf3b1921be1c405a,33,2,serena_daily,daily,serena,soul,full,right,5,117920,left,0.0
66c8905066339616cdb9c4b5:14:1,66c8905066339616cdb9c4b5,14,1,jonah_task,task,jonah,body,soul,left,6,161957,left,1.0
6671902d786a7b551e3fbeff:25:4,6671902d786a7b551e3fbeff,25,4,serena_daily,daily,serena,soul,body,right,7,123278,left,0.0
69b030f9596effaeb08745de:4:0,69b030f9596effaeb08745de,4,0,maya_daily,daily,maya,mind,body,left,7,712706,left,1.0
6a21f3ec20ac6ad000db057e:6:0,6a21f3ec20ac6ad000db057e,6,0,maya_daily,daily,maya,mind,full,right,7,495513,left,0.0
6a11e96e121c58edac86d8ae:40:0,6a11e96e121c58edac86d8ae,40,0,serena_daily,daily,serena,baseline,mind,right,4,405426,left,0.0
67210a7818b93a105b733212:37:0,67210a7818b93a105b733212,37,0,alex_daily,daily,alex,body,soul,right,8,509656,left,0.0
6980d3dbbb600a842714b4bb:30:4,6980d3dbbb600a842714b4bb,30,4,maya_daily,daily,maya,soul,baseline,left,8,101485,left,1.0
66478563c5e9956d131acb9b:8:3,66478563c5e9956d131acb9b,8,3,jonah_task,task,jonah,soul,body,left,8,49808,left,1.0
65e08eceb53f195563b788fc:19:5,65e08eceb53f195563b788fc,19,5,alex_task,task,alex,body,mind,right,6,100877,left,0.0
667f093681caac1b3478499a:3:0,667f093681caac1b3478499a,3,0,maya_daily,daily,maya,full,baseline,right,5,195438,left,0.0
67232cb4fdfbe649d078af30:35:1,67232cb4fdfbe649d078af30,35,1,alex_task,task,alex,full,body,left,9,70321,left,1.0
67d9c56cfb7d8efbf59c3541:16:1,67d9c56cfb7d8efbf59c3541,16,1,jonah_task,task,jonah,soul,full,right,7,210257,left,0.0
672289c4feed35d829d563a6:6:2,672289c4feed35d829d563a6,6,2,jonah_daily,daily,jonah,baseline,soul,left,9,62154,left,1.0
6a0b4a8f9f3c68331cf44591:29:1,6a0b4a8f9f3c68331cf44591,29,1,priya_task,task,priya,baseline,soul,left,9,188858,left,1.0
5f45866db58295196efa95f1:9:1,5f45866db58295196efa95f1,9,1,maya_task,task,maya,baseline,soul,right,5,268138,left,0.0
67e84556ca4ec6016a518cc4:39:3,67e84556ca4ec6016a518cc4,39,3,serena_task,task,serena,full,body,right,8,195212,left,0.0
6745d61c85294c5d2ed6bd5a:0:4,6745d61c85294c5d2ed6bd5a,0,4,priya_daily,daily,priya,baseline,soul,left,8,196559,left,1.0
6963cf282d02e0a582af1901:35:4,6963cf282d02e0a582af1901,35,4,maya_daily,daily,maya,body,soul,left,8,171876,left,1.0
60dcae3d9a88d4d19b0931f5:1:2,60dcae3d9a88d4d19b0931f5,1,2,jonah_daily,daily,jonah,soul,body,right,7,103771,left,0.0
6671915529465459e8c75227:24:5,6671915529465459e8c75227,24,5,serena_task,task,serena,full,soul,right,6,74886,left,0.0
697b0cb0c7d40764da9869db:18:2,697b0cb0c7d40764da9869db,18,2,priya_daily,daily,priya,body,mind,right,6,124821,left,0.0
66797151cf3b1921be1c405a:33:3,66797151cf3b1921be1c405a,33,3,serena_task,task,serena,soul,baseline,right,3,79515,left,0.0
66c8905066339616cdb9c4b5:14:2,66c8905066339616cdb9c4b5,14,2,priya_daily,daily,priya,mind,baseline,right,7,78461,left,0.0
96606ca59fd9ef230d2197ce0:42:4,96606ca59fd9ef230d2197ce0,42,4,jonah_daily,daily,jonah,mind,body,left,10,132937,left,1.0
66478563c5e9956d131acb9b:8:4,66478563c5e9956d131acb9b,8,4,priya_daily,daily,priya,baseline,mind,right,5,74846,left,0.0
6737449def4924366e15da55:6:1,6737449def4924366e15da55,6,1,maya_task,task,maya,full,soul,right,6,161974,left,0.0
6671902d786a7b551e3fbeff:25:5,6671902d786a7b551e3fbeff,25,5,serena_task,task,serena,baseline,mind,right,6,98166,left,0.0
60e465e96725db9f745b9ba5:47:0,60e465e96725db9f745b9ba5,47,0,serena_daily,daily,serena,soul,body,right,8,47643,left,0.0
672289c4feed35d829d563a6:6:3,672289c4feed35d829d563a6,6,3,jonah_task,task,jonah,soul,mind,right,6,69525,left,0.0
6a21f3ec20ac6ad000db057e:6:1,6a21f3ec20ac6ad000db057e,6,1,maya_task,task,maya,full,soul,left,9,104036,left,1.0
6963cf282d02e0a582af1901:35:5,6963cf282d02e0a582af1901,35,5,maya_task,task,maya,mind,baseline,left,9,63685,left,1.0
6980d3dbbb600a842714b4bb:30:5,6980d3dbbb600a842714b4bb,30,5,maya_task,task,maya,mind,soul,left,8,102916,left,1.0
66c8905066339616cdb9c4b5:14:3,66c8905066339616cdb9c4b5,14,3,priya_task,task,priya,baseline,full,left,9,53419,left,1.0
66478563c5e9956d131acb9b:8:5,66478563c5e9956d131acb9b,8,5,priya_task,task,priya,full,baseline,left,9,50482,left,1.0
69fd15d6abfe588617829d2d:26:4,69fd15d6abfe588617829d2d,26,4,serena_daily,daily,serena,body,full,right,4,209785,left,0.0
60dcae3d9a88d4d19b0931f5:1:3,60dcae3d9a88d4d19b0931f5,1,3,jonah_task,task,jonah,baseline,mind,right,7,89605,left,0.0
66ff0a0dcd4370bb07f02ab3:30:2,66ff0a0dcd4370bb07f02ab3,30,2,serena_daily,daily,serena,full,mind,left,8,201530,left,1.0
67232cb4fdfbe649d078af30:35:2,67232cb4fdfbe649d078af30,35,2,serena_daily,daily,serena,baseline,body,right,5,139004,left,0.0
673231ca547cd8ac8dfbffd6:12:0,673231ca547cd8ac8dfbffd6,12,0,jonah_daily,daily,jonah,soul,baseline,left,8,111129,left,1.0
697b0cb0c7d40764da9869db:18:3,697b0cb0c7d40764da9869db,18,3,priya_task,task,priya,body,soul,right,6,91081,left,0.0
66797151cf3b1921be1c405a:33:4,66797151cf3b1921be1c405a,33,4,maya_daily,daily,maya,mind,soul,left,8,94419,left,1.0
96606ca59fd9ef230d2197ce0:42:5,96606ca59fd9ef230d2197ce0,42,5,jonah_task,task,jonah,soul,body,right,5,80477,left,0.0
667f093681caac1b3478499a:3:1,667f093681caac1b3478499a,3,1,maya_task,task,maya,mind,full,right,3,161087,left,0.0
67e84556ca4ec6016a518cc4:39:4,67e84556ca4ec6016a518cc4,39,4,maya_daily,daily,maya,baseline,body,right,8,143057,left,0.0
5f45866db58295196efa95f1:9:2,5f45866db58295196efa95f1,9,2,jonah_daily,daily,jonah,soul,mind,left,3,156923,left,1.0
67d9c56cfb7d8efbf59c3541:16:2,67d9c56cfb7d8efbf59c3541,16,2,priya_daily,daily,priya,soul,baseline,left,9,174713,left,1.0
605ce029102320a2825111ef:15:0,605ce029102320a2825111ef,15,0,jonah_daily,daily,jonah,mind,soul,right,5,148713,left,0.0
6745d61c85294c5d2ed6bd5a:0:5,6745d61c85294c5d2ed6bd5a,0,5,priya_task,task,priya,soul,mind,right,5,93647,left,0.0
697a978f0b6dffb1045756dd:18:2,697a978f0b6dffb1045756dd,18,2,priya_daily,daily,priya,body,mind,left,10,364130,left,1.0
69fd15d6abfe588617829d2d:26:5,69fd15d6abfe588617829d2d,26,5,serena_task,task,serena,body,baseline,left,6,70445,left,1.0
66c8905066339616cdb9c4b5:14:4,66c8905066339616cdb9c4b5,14,4,alex_daily,daily,alex,full,mind,left,9,106027,left,1.0
6a11e96e121c58edac86d8ae:40:1,6a11e96e121c58edac86d8ae,40,1,serena_task,task,serena,full,baseline,right,6,227568,left,0.0
667f093681caac1b3478499a:3:2,667f093681caac1b3478499a,3,2,jonah_daily,daily,jonah,full,soul,left,7,61885,left,1.0
67d0094243dae460e5682b51:44:1,67d0094243dae460e5682b51,44,1,serena_task,task,serena,soul,body,left,10,257718,left,1.0
67d8270aba9f1c19f16caa6c:9:1,67d8270aba9f1c19f16caa6c,9,1,maya_task,task,maya,baseline,soul,left,8,479694,left,1.0
67232cb4fdfbe649d078af30:35:3,67232cb4fdfbe649d078af30,35,3,serena_task,task,serena,body,mind,right,6,106184,left,0.0
66797151cf3b1921be1c405a:33:5,66797151cf3b1921be1c405a,33,5,maya_task,task,maya,full,body,left,9,97822,left,1.0
67d1a8b13bd1f195b6457311:19:1,67d1a8b13bd1f195b6457311,19,1,jonah_task,task,jonah,soul,baseline,right,3,460967,left,0.0
611ebe16f706cd0ee4f4f876:23:0,611ebe16f706cd0ee4f4f876,23,0,priya_daily,daily,priya,full,baseline,right,1,548873,left,0.0
60dcae3d9a88d4d19b0931f5:1:4,60dcae3d9a88d4d19b0931f5,1,4,priya_daily,daily,priya,full,baseline,right,7,120039,left,0.0
6a21f3ec20ac6ad000db057e:6:2,6a21f3ec20ac6ad000db057e,6,2,jonah_daily,daily,jonah,baseline,soul,right,7,175275,left,0.0
697b0cb0c7d40764da9869db:18:4,697b0cb0c7d40764da9869db,18,4,alex_daily,daily,alex,mind,baseline,right,7,116460,left,0.0
66c8905066339616cdb9c4b5:14:5,66c8905066339616cdb9c4b5,14,5,alex_task,task,alex,soul,full,right,7,53812,left,0.0
6655ebfe7ae504e7ac8a35d7:21:0,6655ebfe7ae504e7ac8a35d7,21,0,priya_daily,daily,priya,body,baseline,right,1,902264,left,0.0
